epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,60.6799,1.4139,2.69106,1.30102,0.00338,1,0.68955,0.34311,1.45414,3.77724,1.24356,0.000245596,0.000245596,0.000245596
18,63.7907,1.38566,2.51549,1.23273,0.00338,1,0.68955,0.34311,1.45414,3.77724,1.24356,0.000259543,0.000259543,0.000259543
19,67.0625,1.31381,2.38846,1.17357,0.00336,1,0.67248,0.40063,1.35368,3.63553,1.12143,0.000273325,0.000273325,0.000273325
20,70.1914,1.15884,2.11229,1.16726,0.00336,1,0.67248,0.40063,1.35368,3.63553,1.12143,0.000286942,0.000286942,0.000286942
21,73.4052,1.25315,2.29856,1.13111,0.00335,1,0.59915,0.38476,1.33143,3.62939,1.1145,0.000300393,0.000300393,0.000300393
22,76.6718,1.24967,2.17875,1.10727,0.00335,1,0.59915,0.38476,1.33143,3.62939,1.1145,0.00031368,0.00031368,0.00031368
23,79.907,1.24518,2.23094,1.18085,0.00335,1,0.58241,0.3815,1.29424,3.67032,1.08999,0.000326802,0.000326802,0.000326802
24,83.1439,1.15153,2.16805,1.09985,0.00335,1,0.58241,0.3815,1.29424,3.67032,1.08999,0.000339759,0.000339759,0.000339759
25,86.3337,1.40287,2.12334,1.19215,0.32102,0.79167,0.56128,0.36336,1.28474,3.68063,1.10476,0.00035255,0.00035255,0.00035255
26,89.4269,1.20935,2.23394,1.11774,0.32102,0.79167,0.56128,0.36336,1.28474,3.68063,1.10476,0.000365177,0.000365177,0.000365177
27,92.6357,1.17906,1.92807,1.0408,0.00333,1,0.5593,0.33318,1.21627,3.6014,1.12398,0.000377639,0.000377639,0.000377639
28,95.7412,1.48213,2.33278,1.34312,0.00333,1,0.5593,0.33318,1.21627,3.6014,1.12398,0.000389935,0.000389935,0.000389935
29,98.9642,1.22389,2.53607,1.20014,0.00332,1,0.59605,0.37296,1.11979,3.63615,1.07318,0.000402067,0.000402067,0.000402067
30,102.124,1.11557,1.82696,0.9944,0.00332,1,0.59605,0.37296,1.11979,3.63615,1.07318,0.000414034,0.000414034,0.000414034
31,105.223,1.29192,2.36744,1.33368,0.00332,1,0.61743,0.39622,1.06984,3.69593,1.08965,0.000425835,0.000425835,0.000425835
32,108.498,1.12107,1.94956,1.09873,0.00332,1,0.61743,0.39622,1.06984,3.69593,1.08965,0.000437472,0.000437472,0.000437472
33,111.754,1.23175,2.12644,1.31908,0.00331,1,0.6169,0.36116,1.13887,3.69124,1.1207,0.000448943,0.000448943,0.000448943
34,114.956,1.02162,1.99862,1.06106,0.00331,1,0.6169,0.36116,1.13887,3.69124,1.1207,0.00046025,0.00046025,0.00046025
35,118.275,0.96991,1.87051,1.03429,0.00331,1,0.64163,0.40935,1.05003,3.58655,1.08136,0.000471391,0.000471391,0.000471391
36,121.37,1.17343,1.78879,1.06311,0.00331,1,0.64163,0.40935,1.05003,3.58655,1.08136,0.000482367,0.000482367,0.000482367
37,124.673,1.15977,2.1171,1.15366,0.00331,1,0.61687,0.38021,1.05016,3.47929,1.06094,0.000493179,0.000493179,0.000493179
38,127.779,1.17756,1.81018,1.25848,0.00331,1,0.61687,0.38021,1.05016,3.47929,1.06094,0.000503825,0.000503825,0.000503825
39,131.039,1.18301,2.09628,1.09693,0.0038,1,0.70703,0.4573,0.97861,3.45892,1.0076,0.000514306,0.000514306,0.000514306
40,134.315,1.61596,2.26662,1.22248,0.0038,1,0.70703,0.4573,0.97861,3.45892,1.0076,0.000524622,0.000524622,0.000524622
41,137.473,1.04724,1.69027,1.01545,0.74555,0.125,0.67672,0.49807,0.86923,3.38301,0.94362,0.000534774,0.000534774,0.000534774
42,140.773,1.18071,2.22132,1.12048,0.74555,0.125,0.67672,0.49807,0.86923,3.38301,0.94362,0.00054476,0.00054476,0.00054476
43,144.138,1.15595,2.1696,1.06104,0.70378,0.125,0.66535,0.49956,0.7898,3.4153,0.93843,0.000554581,0.000554581,0.000554581
44,147.276,1.14531,2.67258,1.13427,0.70378,0.125,0.66535,0.49956,0.7898,3.4153,0.93843,0.000564237,0.000564237,0.000564237
45,150.546,1.16603,2.06233,1.07201,0.59835,0.125,0.53748,0.44201,0.75735,3.5157,0.92895,0.000573728,0.000573728,0.000573728
46,153.675,1.13318,1.84067,1.05178,0.59835,0.125,0.53748,0.44201,0.75735,3.5157,0.92895,0.000583054,0.000583054,0.000583054
47,156.955,1.00277,1.66263,1.03871,0.06093,0.79167,0.53772,0.39568,0.9706,3.50686,0.99985,0.000592215,0.000592215,0.000592215
48,160.261,1.07366,1.72519,1.0206,0.06093,0.79167,0.53772,0.39568,0.9706,3.50686,0.99985,0.000601211,0.000601211,0.000601211
49,163.402,0.99451,1.59259,1.04714,0.64104,0.41168,0.61706,0.48837,0.97563,3.23424,1.01391,0.000610042,0.000610042,0.000610042
50,166.672,0.88832,1.46137,1.01102,0.64104,0.41168,0.61706,0.48837,0.97563,3.23424,1.01391,0.000618708,0.000618708,0.000618708
51,169.885,1.06761,2.05617,1.24143,0.74976,0.65117,0.64692,0.47547,1.06307,3.19827,0.97215,0.000627209,0.000627209,0.000627209
52,173.069,1.06277,1.96861,1.09065,0.74976,0.65117,0.64692,0.47547,1.06307,3.19827,0.97215,0.000635545,0.000635545,0.000635545
53,176.275,1.16426,1.59021,1.0861,0.74976,0.65117,0.64692,0.47547,1.06307,3.19827,0.97215,0.000643715,0.000643715,0.000643715
54,179.526,1.00498,1.62018,1.03143,0.61331,0.52481,0.68507,0.45997,1.0122,3.16074,0.96086,0.000651721,0.000651721,0.000651721
55,182.863,0.8939,1.67691,0.95526,0.61331,0.52481,0.68507,0.45997,1.0122,3.16074,0.96086,0.000659562,0.000659562,0.000659562
56,186.129,1.11494,1.83235,1.03876,0.61331,0.52481,0.68507,0.45997,1.0122,3.16074,0.96086,0.000667238,0.000667238,0.000667238
57,189.371,1.05124,1.69602,1.01572,0.68628,0.74936,0.6965,0.53924,0.84588,3.11954,0.90661,0.000674748,0.000674748,0.000674748
58,192.675,1.18378,1.73328,1.14651,0.68628,0.74936,0.6965,0.53924,0.84588,3.11954,0.90661,0.000682094,0.000682094,0.000682094
59,195.971,1.02068,1.62927,1.05834,0.68628,0.74936,0.6965,0.53924,0.84588,3.11954,0.90661,0.000689274,0.000689274,0.000689274
60,199.469,0.91563,2.04352,1.05272,0.65289,0.59162,0.64341,0.48055,0.94291,3.4261,0.98592,0.00069629,0.00069629,0.00069629
61,202.71,1.11605,1.80142,1.30781,0.65289,0.59162,0.64341,0.48055,0.94291,3.4261,0.98592,0.000703141,0.000703141,0.000703141
62,205.993,1.03588,1.71248,1.10746,0.65289,0.59162,0.64341,0.48055,0.94291,3.4261,0.98592,0.000709826,0.000709826,0.000709826
63,209.246,1.08413,1.90597,1.16142,0.62241,0.51683,0.60977,0.4749,0.90311,3.52845,0.98812,0.000716347,0.000716347,0.000716347
64,212.494,1.0893,1.68245,0.99009,0.62241,0.51683,0.60977,0.4749,0.90311,3.52845,0.98812,0.000722702,0.000722702,0.000722702
65,215.769,0.93813,1.56371,1.00481,0.62241,0.51683,0.60977,0.4749,0.90311,3.52845,0.98812,0.000728892,0.000728892,0.000728892
66,219.061,1.10116,2.024,1.13876,0.62223,0.56476,0.64488,0.50923,1.05516,3.43282,1.06374,0.000734918,0.000734918,0.000734918
67,222.332,1.03174,1.85394,1.12691,0.62223,0.56476,0.64488,0.50923,1.05516,3.43282,1.06374,0.000740778,0.000740778,0.000740778
68,225.457,0.96818,1.59204,1.10292,0.62223,0.56476,0.64488,0.50923,1.05516,3.43282,1.06374,0.000746473,0.000746473,0.000746473
69,228.842,0.85215,1.80176,1.01034,0.63972,0.66163,0.65292,0.45402,1.08053,3.1053,1.06432,0.000752004,0.000752004,0.000752004
70,231.981,0.92565,1.70029,1.07108,0.63972,0.66163,0.65292,0.45402,1.08053,3.1053,1.06432,0.000757369,0.000757369,0.000757369
71,235.185,1.12991,1.5305,1.15946,0.63972,0.66163,0.65292,0.45402,1.08053,3.1053,1.06432,0.000762569,0.000762569,0.000762569
72,238.499,1.02838,2.07536,1.12864,0.72242,0.66236,0.75341,0.52498,1.00568,2.95433,1.06691,0.000767604,0.000767604,0.000767604
73,241.584,1.01161,1.59904,1.11498,0.72242,0.66236,0.75341,0.52498,1.00568,2.95433,1.06691,0.000772474,0.000772474,0.000772474
74,244.869,0.98071,1.23178,1.06341,0.72242,0.66236,0.75341,0.52498,1.00568,2.95433,1.06691,0.00077718,0.00077718,0.00077718
75,248.018,1.12669,2.68575,1.28744,0.6184,0.58333,0.65583,0.45387,0.86535,3.17175,1.00549,0.00078172,0.00078172,0.00078172
76,251.366,1.02152,1.79993,1.10393,0.6184,0.58333,0.65583,0.45387,0.86535,3.17175,1.00549,0.000786095,0.000786095,0.000786095
77,254.959,0.88071,1.31216,1.02032,0.6184,0.58333,0.65583,0.45387,0.86535,3.17175,1.00549,0.000790305,0.000790305,0.000790305
78,258.104,0.95246,1.5701,1.09633,0.70537,0.45149,0.60115,0.42217,0.87237,3.45425,1.00065,0.00079435,0.00079435,0.00079435
79,261.506,1.15159,1.72143,1.09205,0.70537,0.45149,0.60115,0.42217,0.87237,3.45425,1.00065,0.00079823,0.00079823,0.00079823
80,264.926,0.80058,1.46995,0.95567,0.70537,0.45149,0.60115,0.42217,0.87237,3.45425,1.00065,0.000801945,0.000801945,0.000801945
81,268.135,1.16917,2.25178,1.10349,1,0.2398,0.52305,0.39958,0.86836,3.59525,1.01121,0.000805494,0.000805494,0.000805494
82,271.414,1.01087,2.11057,1.03924,1,0.2398,0.52305,0.39958,0.86836,3.59525,1.01121,0.000808879,0.000808879,0.000808879
83,274.533,0.89901,1.89321,1.02302,1,0.2398,0.52305,0.39958,0.86836,3.59525,1.01121,0.000812099,0.000812099,0.000812099
84,277.82,0.98419,1.79133,1.13014,0.93844,0.33333,0.68517,0.58447,0.86031,3.56411,1.00823,0.000815154,0.000815154,0.000815154
85,281.057,1.12432,1.76401,1.23053,0.93844,0.33333,0.68517,0.58447,0.86031,3.56411,1.00823,0.000818044,0.000818044,0.000818044
86,284.184,1.00019,1.46707,1.10857,0.93844,0.33333,0.68517,0.58447,0.86031,3.56411,1.00823,0.000820768,0.000820768,0.000820768
87,287.437,1.00766,2.11559,1.09754,0.93844,0.33333,0.68517,0.58447,0.86031,3.56411,1.00823,0.000823328,0.000823328,0.000823328
88,290.711,0.88308,1.89568,1.02758,0.73454,0.75246,0.89851,0.7737,0.72779,2.89658,0.90718,0.000825723,0.000825723,0.000825723
89,294.033,0.82896,1.41407,0.96667,0.73454,0.75246,0.89851,0.7737,0.72779,2.89658,0.90718,0.000827952,0.000827952,0.000827952
90,297.356,0.88396,1.55686,1.05531,0.73454,0.75246,0.89851,0.7737,0.72779,2.89658,0.90718,0.000830017,0.000830017,0.000830017
91,300.571,0.96847,1.44049,1.09997,0.73454,0.75246,0.89851,0.7737,0.72779,2.89658,0.90718,0.000831916,0.000831916,0.000831916
92,303.766,0.98686,1.54569,0.99028,0.95436,1,0.995,0.80557,0.83784,2.15902,0.93008,0.000833651,0.000833651,0.000833651
93,306.95,1.10409,1.66093,1.07703,0.95436,1,0.995,0.80557,0.83784,2.15902,0.93008,0.00083522,0.00083522,0.00083522
94,310.075,0.78834,1.31595,0.9942,0.95436,1,0.995,0.80557,0.83784,2.15902,0.93008,0.000836625,0.000836625,0.000836625
95,313.384,0.94381,1.77219,1.1104,0.95436,1,0.995,0.80557,0.83784,2.15902,0.93008,0.000837864,0.000837864,0.000837864
96,316.629,1.03007,1.61712,1.10597,0.97689,1,0.995,0.79789,0.80336,1.86843,0.92669,0.000838939,0.000838939,0.000838939
97,319.729,0.83396,1.8427,0.97226,0.97689,1,0.995,0.79789,0.80336,1.86843,0.92669,0.000839848,0.000839848,0.000839848
98,323.156,1.0819,1.45703,1.03193,0.97689,1,0.995,0.79789,0.80336,1.86843,0.92669,0.000840592,0.000840592,0.000840592
99,326.3,0.88895,1.47032,1.08817,0.97689,1,0.995,0.79789,0.80336,1.86843,0.92669,0.000841172,0.000841172,0.000841172
100,329.517,0.864,2.13354,1.03879,0.96637,0.99544,0.995,0.83677,0.67861,1.77999,0.86323,0.000841586,0.000841586,0.000841586
101,332.765,1.10181,1.41323,1.12579,0.96637,0.99544,0.995,0.83677,0.67861,1.77999,0.86323,0.000841835,0.000841835,0.000841835
102,335.882,0.68504,1.14188,0.89685,0.96637,0.99544,0.995,0.83677,0.67861,1.77999,0.86323,0.000833583,0.000833583,0.000833583
103,339.114,0.84638,1.17999,1.03104,0.96637,0.99544,0.995,0.83677,0.67861,1.77999,0.86323,0.000825332,0.000825332,0.000825332
104,342.215,0.66787,1.4501,0.97422,0.95996,0.9902,0.995,0.80415,0.73185,1.69602,0.88212,0.00081708,0.00081708,0.00081708
105,345.631,0.74759,1.2479,0.97273,0.95996,0.9902,0.995,0.80415,0.73185,1.69602,0.88212,0.000808828,0.000808828,0.000808828
106,348.794,0.90091,1.58799,1.04377,0.95996,0.9902,0.995,0.80415,0.73185,1.69602,0.88212,0.000800577,0.000800577,0.000800577
107,351.862,0.70176,1.27671,0.96984,0.95996,0.9902,0.995,0.80415,0.73185,1.69602,0.88212,0.000792325,0.000792325,0.000792325
108,355.13,0.65249,1.48992,0.95525,0.98587,0.98407,0.995,0.81665,0.81642,1.95063,0.91425,0.000784073,0.000784073,0.000784073
109,358.237,0.92909,1.46795,1.01416,0.98587,0.98407,0.995,0.81665,0.81642,1.95063,0.91425,0.000775822,0.000775822,0.000775822
110,361.304,0.98033,1.64004,1.12578,0.98587,0.98407,0.995,0.81665,0.81642,1.95063,0.91425,0.00076757,0.00076757,0.00076757
111,364.602,0.77587,1.23028,0.92135,0.98587,0.98407,0.995,0.81665,0.81642,1.95063,0.91425,0.000759318,0.000759318,0.000759318
112,367.719,0.72704,1.20988,0.91682,0.97218,0.86803,0.94143,0.77811,0.76472,2.20936,0.90473,0.000751067,0.000751067,0.000751067
113,370.969,0.749,1.14885,0.92182,0.97218,0.86803,0.94143,0.77811,0.76472,2.20936,0.90473,0.000742815,0.000742815,0.000742815
114,374.227,0.89519,1.28056,0.97679,0.97218,0.86803,0.94143,0.77811,0.76472,2.20936,0.90473,0.000734564,0.000734564,0.000734564
115,377.458,0.75838,1.31483,0.91582,0.97218,0.86803,0.94143,0.77811,0.76472,2.20936,0.90473,0.000726312,0.000726312,0.000726312
116,380.713,0.96467,1.49659,1.02445,0.94884,0.86808,0.94143,0.79869,0.64361,2.14538,0.86637,0.00071806,0.00071806,0.00071806
117,383.858,0.81722,1.10881,0.96549,0.94884,0.86808,0.94143,0.79869,0.64361,2.14538,0.86637,0.000709809,0.000709809,0.000709809
118,386.996,0.56681,1.39938,0.91791,0.94884,0.86808,0.94143,0.79869,0.64361,2.14538,0.86637,0.000701557,0.000701557,0.000701557
119,390.395,0.75141,1.3476,0.95397,0.94884,0.86808,0.94143,0.79869,0.64361,2.14538,0.86637,0.000693305,0.000693305,0.000693305
120,393.541,0.75758,1.19464,0.88944,0.93382,0.95158,0.995,0.87227,0.61513,2.08164,0.84536,0.000685054,0.000685054,0.000685054
121,396.763,0.91489,1.45739,1.09013,0.93382,0.95158,0.995,0.87227,0.61513,2.08164,0.84536,0.000676802,0.000676802,0.000676802
122,399.877,0.72809,1.37895,0.94067,0.93382,0.95158,0.995,0.87227,0.61513,2.08164,0.84536,0.00066855,0.00066855,0.00066855
123,403.031,0.72473,1.31784,0.95384,0.93382,0.95158,0.995,0.87227,0.61513,2.08164,0.84536,0.000660299,0.000660299,0.000660299
124,406.276,0.81445,1.36364,0.97527,0.93241,0.9668,0.995,0.8421,0.67934,1.88928,0.85363,0.000652047,0.000652047,0.000652047
125,409.428,0.76355,1.04128,0.9868,0.93241,0.9668,0.995,0.8421,0.67934,1.88928,0.85363,0.000643795,0.000643795,0.000643795
126,412.602,0.80852,1.18738,0.9499,0.93241,0.9668,0.995,0.8421,0.67934,1.88928,0.85363,0.000635544,0.000635544,0.000635544
127,415.811,0.77487,1.06726,0.97728,0.93241,0.9668,0.995,0.8421,0.67934,1.88928,0.85363,0.000627292,0.000627292,0.000627292
128,418.878,0.95963,1.38601,1.00329,0.93264,0.99543,0.995,0.81586,0.6481,1.64391,0.84451,0.00061904,0.00061904,0.00061904
129,422.111,0.80718,1.32189,1.06532,0.93264,0.99543,0.995,0.81586,0.6481,1.64391,0.84451,0.000610789,0.000610789,0.000610789
130,425.159,0.70833,1.16039,0.9032,0.93264,0.99543,0.995,0.81586,0.6481,1.64391,0.84451,0.000602537,0.000602537,0.000602537
131,428.366,0.63917,1.21481,0.80235,0.93264,0.99543,0.995,0.81586,0.6481,1.64391,0.84451,0.000594286,0.000594286,0.000594286
132,431.544,0.69495,1.22708,0.95807,0.93671,0.99495,0.995,0.842,0.60542,1.54012,0.83388,0.000586034,0.000586034,0.000586034
133,434.573,0.71858,1.09234,0.92536,0.93671,0.99495,0.995,0.842,0.60542,1.54012,0.83388,0.000577782,0.000577782,0.000577782
134,437.784,0.58938,1.07079,0.89434,0.93671,0.99495,0.995,0.842,0.60542,1.54012,0.83388,0.000569531,0.000569531,0.000569531
135,440.999,0.6133,1.01333,0.89104,0.93671,0.99495,0.995,0.842,0.60542,1.54012,0.83388,0.000561279,0.000561279,0.000561279
136,444.195,0.60665,1.35497,0.91262,0.94537,1,0.995,0.85062,0.54988,1.54915,0.81211,0.000553027,0.000553027,0.000553027
137,447.385,0.77902,1.11827,0.97692,0.94537,1,0.995,0.85062,0.54988,1.54915,0.81211,0.000544776,0.000544776,0.000544776
138,450.42,0.62057,0.98683,0.92095,0.94537,1,0.995,0.85062,0.54988,1.54915,0.81211,0.000536524,0.000536524,0.000536524
139,453.597,0.77369,1.2393,1.00159,0.94537,1,0.995,0.85062,0.54988,1.54915,0.81211,0.000528272,0.000528272,0.000528272
140,456.697,0.672,1.17337,0.907,0.96556,1,0.995,0.85732,0.51758,1.54491,0.79421,0.000520021,0.000520021,0.000520021
141,459.926,0.60606,1.00746,0.92784,0.96556,1,0.995,0.85732,0.51758,1.54491,0.79421,0.000511769,0.000511769,0.000511769
142,463.093,0.61664,1.28644,0.95886,0.96556,1,0.995,0.85732,0.51758,1.54491,0.79421,0.000503517,0.000503517,0.000503517
143,466.195,0.54025,1.12758,0.86693,0.96556,1,0.995,0.85732,0.51758,1.54491,0.79421,0.000495266,0.000495266,0.000495266
144,469.378,0.61835,1.40829,0.9454,0.98876,1,0.995,0.87764,0.52834,1.50299,0.79074,0.000487014,0.000487014,0.000487014
145,472.469,0.62657,1.12037,0.90593,0.98876,1,0.995,0.87764,0.52834,1.50299,0.79074,0.000478762,0.000478762,0.000478762
146,475.862,0.60893,1.09549,0.92765,0.98876,1,0.995,0.87764,0.52834,1.50299,0.79074,0.000470511,0.000470511,0.000470511
147,479.077,0.59792,1.19336,0.85976,0.98876,1,0.995,0.87764,0.52834,1.50299,0.79074,0.000462259,0.000462259,0.000462259
148,482.227,0.63602,1.07271,0.83754,0.98505,0.99921,0.995,0.87372,0.55963,1.43635,0.7971,0.000454007,0.000454007,0.000454007
149,485.393,0.67083,1.16131,0.97449,0.98505,0.99921,0.995,0.87372,0.55963,1.43635,0.7971,0.000445756,0.000445756,0.000445756
150,488.44,0.84286,1.50117,1.10447,0.98505,0.99921,0.995,0.87372,0.55963,1.43635,0.7971,0.000437504,0.000437504,0.000437504
151,491.576,0.73953,1.40279,0.92246,0.98505,0.99921,0.995,0.87372,0.55963,1.43635,0.7971,0.000429253,0.000429253,0.000429253
152,494.873,0.71019,1.02768,0.85951,0.99227,0.99739,0.995,0.92347,0.54374,1.39483,0.79569,0.000421001,0.000421001,0.000421001
153,497.914,0.82879,1.24955,0.96567,0.99227,0.99739,0.995,0.92347,0.54374,1.39483,0.79569,0.000412749,0.000412749,0.000412749
154,501.158,0.78697,1.25097,1.01261,0.99227,0.99739,0.995,0.92347,0.54374,1.39483,0.79569,0.000404498,0.000404498,0.000404498
155,504.255,0.76194,1.76633,1.07974,0.99227,0.99739,0.995,0.92347,0.54374,1.39483,0.79569,0.000396246,0.000396246,0.000396246
156,507.432,0.73953,1.17637,0.97325,0.97471,0.99623,0.995,0.92947,0.49079,1.37764,0.78955,0.000387994,0.000387994,0.000387994
157,510.655,0.74698,1.11697,0.95873,0.97471,0.99623,0.995,0.92947,0.49079,1.37764,0.78955,0.000379743,0.000379743,0.000379743
158,513.731,0.59893,1.05193,0.8786,0.97471,0.99623,0.995,0.92947,0.49079,1.37764,0.78955,0.000371491,0.000371491,0.000371491
159,516.909,0.57455,0.99464,0.84996,0.97471,0.99623,0.995,0.92947,0.49079,1.37764,0.78955,0.000363239,0.000363239,0.000363239
160,520.088,0.80243,1.22432,0.92168,0.96711,0.99822,0.995,0.94387,0.42716,1.32241,0.78009,0.000354988,0.000354988,0.000354988
161,523.164,0.68769,1.34717,1.02252,0.96711,0.99822,0.995,0.94387,0.42716,1.32241,0.78009,0.000346736,0.000346736,0.000346736
162,526.362,0.67636,1.04302,0.8893,0.96711,0.99822,0.995,0.94387,0.42716,1.32241,0.78009,0.000338484,0.000338484,0.000338484
163,529.457,0.55704,1.16159,0.89138,0.96711,0.99822,0.995,0.94387,0.42716,1.32241,0.78009,0.000330233,0.000330233,0.000330233
164,532.781,0.6067,1.13248,0.90238,0.96969,1,0.995,0.95503,0.38463,1.31913,0.77098,0.000321981,0.000321981,0.000321981
165,535.924,0.62109,1.0369,0.96225,0.96969,1,0.995,0.95503,0.38463,1.31913,0.77098,0.000313729,0.000313729,0.000313729
166,539.009,0.58133,1.08342,0.90457,0.96969,1,0.995,0.95503,0.38463,1.31913,0.77098,0.000305478,0.000305478,0.000305478
167,542.091,0.56258,0.97132,0.89469,0.96969,1,0.995,0.95503,0.38463,1.31913,0.77098,0.000297226,0.000297226,0.000297226
168,545.246,0.61504,1.10052,0.91366,0.98013,1,0.995,0.96377,0.34878,1.33122,0.76248,0.000288974,0.000288974,0.000288974
169,548.445,0.5383,0.99902,0.93242,0.98013,1,0.995,0.96377,0.34878,1.33122,0.76248,0.000280723,0.000280723,0.000280723
170,551.598,0.50526,0.93285,0.8856,0.98013,1,0.995,0.96377,0.34878,1.33122,0.76248,0.000272471,0.000272471,0.000272471
171,554.707,0.7092,1.1166,0.96747,0.98013,1,0.995,0.96377,0.34878,1.33122,0.76248,0.00026422,0.00026422,0.00026422
172,558.062,0.59704,1.0123,0.91764,0.97468,1,0.995,0.96857,0.33605,1.32768,0.75822,0.000255968,0.000255968,0.000255968
173,561.113,0.48133,1.01044,0.90158,0.97468,1,0.995,0.96857,0.33605,1.32768,0.75822,0.000247716,0.000247716,0.000247716
174,564.31,0.64498,0.97202,0.94195,0.97468,1,0.995,0.96857,0.33605,1.32768,0.75822,0.000239465,0.000239465,0.000239465
175,567.497,0.58029,1.00199,0.87891,0.97468,1,0.995,0.96857,0.33605,1.32768,0.75822,0.000231213,0.000231213,0.000231213
176,570.622,0.44679,0.92993,0.85584,0.96626,1,0.995,0.95071,0.35235,1.31742,0.76004,0.000222961,0.000222961,0.000222961
177,573.789,0.56303,1.05433,0.91955,0.96626,1,0.995,0.95071,0.35235,1.31742,0.76004,0.00021471,0.00021471,0.00021471
178,576.86,0.56831,1.03396,0.94336,0.96626,1,0.995,0.95071,0.35235,1.31742,0.76004,0.000206458,0.000206458,0.000206458
179,580.022,0.54193,0.93623,0.92249,0.96626,1,0.995,0.95071,0.35235,1.31742,0.76004,0.000198206,0.000198206,0.000198206
180,583.305,0.48787,1.02504,0.89967,0.96781,1,0.995,0.95129,0.36577,1.27642,0.762,0.000189955,0.000189955,0.000189955
181,586.339,0.51096,0.93479,0.93976,0.96781,1,0.995,0.95129,0.36577,1.27642,0.762,0.000181703,0.000181703,0.000181703
182,589.597,0.53306,1.27505,0.90733,0.96781,1,0.995,0.95129,0.36577,1.27642,0.762,0.000173451,0.000173451,0.000173451
183,592.664,0.58367,1.11273,0.84501,0.96781,1,0.995,0.95129,0.36577,1.27642,0.762,0.0001652,0.0001652,0.0001652
184,595.824,0.66134,1.00771,0.88272,0.97279,1,0.995,0.94045,0.37756,1.2347,0.76549,0.000156948,0.000156948,0.000156948
185,599.028,0.50302,1.04184,0.91907,0.97279,1,0.995,0.94045,0.37756,1.2347,0.76549,0.000148696,0.000148696,0.000148696
186,602.075,0.47775,1.07734,0.87192,0.97279,1,0.995,0.94045,0.37756,1.2347,0.76549,0.000140445,0.000140445,0.000140445
187,605.278,0.48731,0.94406,0.79719,0.97279,1,0.995,0.94045,0.37756,1.2347,0.76549,0.000132193,0.000132193,0.000132193
188,608.355,0.45211,1.07216,0.84174,0.97797,1,0.995,0.93739,0.37233,1.19977,0.76781,0.000123941,0.000123941,0.000123941
189,611.568,0.51329,0.94988,0.83928,0.97797,1,0.995,0.93739,0.37233,1.19977,0.76781,0.00011569,0.00011569,0.00011569
190,614.773,0.47463,0.88534,0.89905,0.97797,1,0.995,0.93739,0.37233,1.19977,0.76781,0.000107438,0.000107438,0.000107438
